title,title_en,name,date,keywords,abstract,link,id
增程式电动汽车最优曲线模糊控制策略研究,A Research on Optimal Curve Fuzzy Control Strategy for ExtendedRange Electric Vehicles,"Niu Jigao, Niu Dantong, Xu Chunhua & Pei Fenglai",2018-07-25,"extended-range electric vehicle, dual fuzzy controller, fuel economy, hardware-in-the-loop, simulation experiment,extendedrange electric vehicle,dual fuzzy controllers,fuel economy,hardwareintheloop simulation,","Key words: 
	                            																				                                       extended-range electric vehicle, 
	                                    	                            											                                        dual fuzzy controller, 
	                                    	                            											                                        fuel economy, 
	                                    	                            											                                        hardware-in-the-loop, 
	                                    	                            											                                        simulation experiment, 
	                                    	                            											                                       extendedrange electric vehicle, 
	                                    	                            											                                       dual fuzzy controllers, 
	                                    	                            											                                       fuel economy, 
	                                    	                            											                                       hardwareintheloop simulation 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.002,21
基于改进PSO-RBF算法的纯电动汽车剩余里程实时预测,Real Time Prediction for Remaining Mileage of Battery Electric Vehicle Based on Modified PSORBF Algorithm,"Chen Dehai, Ren Yongchang, Huang Yanguo & Hua Ming",2018-07-25,"traction battery,BMS,remaining mileage,RBF,PSO,","Key words: 
	                            																				                                       traction battery, 
	                                    	                            											                                       BMS, 
	                                    	                            											                                       remaining mileage, 
	                                    	                            											                                       RBF, 
	                                    	                            											                                       PSO 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.003,22
基于NA-EKF的分布式驱动电动汽车行驶状态估计研究,A Research on Driving State Estimation for Distributed Drive Electric Vehicle Based on NAEKF,"Geng Guoqing, Wei Binyuan, Jiang Haobin, Hua Yiding & Wu Zhen",2018-07-25,"distributed driving,running state,noise adaptive,extended kalman filter,distributed drive,driving state,noise adaptiveextended kalman filtering,","Key words: 
	                            																				                                       distributed driving, 
	                                    	                            											                                       running state, 
	                                    	                            											                                       noise adaptive, 
	                                    	                            											                                       extended kalman filter, 
	                                    	                            											                                       distributed drive, 
	                                    	                            											                                       driving state, 
	                                    	                            											                                       noise adaptiveextended kalman filtering 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.004,23
喷油时刻和EGR对Diesel/MF混合燃料燃烧和排放的影响,Effects of Fuel Injection Timing and Exhaust Gas Recirculation on Combustion and Emissions of Diesel /MF Blends,"Xiao Helin, Wang Ru, Zeng Pengfei & Hou Beibei",2018-07-25,"2,5-methylfuran (MF),injection timing, exhaust gas recirculation（EGR）,combustion,emissions,Particulate matter,2-methylfuran (MF),injection timing,exhaust gas recirculation(EGR),combustion,emissions,particulate matter,","Key words: 
	                            																				                                       2,5-methylfuran (MF), 
	                                    	                            											                                       injection timing, 
	                                    	                            											                                        exhaust gas recirculation（EGR）, 
	                                    	                            											                                       combustion, 
	                                    	                            											                                       emissions, 
	                                    	                            											                                       Particulate matter, 
	                                    	                            											                                       2-methylfuran (MF), 
	                                    	                            											                                       injection timing, 
	                                    	                            											                                       exhaust gas recirculation(EGR), 
	                                    	                            											                                       combustion, 
	                                    	                            											                                       emissions, 
	                                    	                            											                                       particulate matter 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.005,24
基于平台翻滚的微型客车耐撞性研究,A Research on Crashworthiness of a Minivan Based on Platform Rolling,"Liu Changye, Mo Yimin, Wei Yong, Liang Yongbin & Xu Donghui",2018-07-25,"minivan,platform rolling,crashworthiness,multiobjective optimization,","Key words: 
	                            																				                                       minivan, 
	                                    	                            											                                       platform rolling, 
	                                    	                            											                                       crashworthiness, 
	                                    	                            											                                       multiobjective optimization 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.006,25
基于多目标可靠性优化的骡车车身耐撞性及轻量化设计,Crashworthiness and Lightweight Design of Mule-car Body Based on Multi-objective Reliability Optimization,"Lü Xiaojiang, Zhou Dayong, Sun Guangyong, Liu Weiguo & Gu Xianguang",2018-07-25,"Keywords: automotive safety, crashworthiness, RBF meta-model, multi-objective reliability optimization,car body,crashworthiness,RBF meta model,multi-objective reliability optimization,","Key words: 
	                            																				                                       Keywords: automotive safety, crashworthiness, RBF meta-model, multi-objective reliability optimization, 
	                                    	                            											                                       car body, 
	                                    	                            											                                       crashworthiness, 
	                                    	                            											                                       RBF meta model, 
	                                    	                            											                                       multi-objective reliability optimization 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.007,26
汽车盘式制动器时变稳定性的分析与优化,Analysis and Optimization on Time-varying Stability of Automotive Disc Brake,"Wang Hanbei, Yu Dejie & Huang Ya",2018-07-25,"disk brake,random parameters,time-varying parameters,brake noise,stability,reliability optimization,","Key words: 
	                            																				                                       disk brake, 
	                                    	                            											                                       random parameters, 
	                                    	                            											                                       time-varying parameters, 
	                                    	                            											                                       brake noise, 
	                                    	                            											                                       stability, 
	                                    	                            											                                       reliability optimization 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.008,27
电动汽车连续再生制动系统防抱死制动试验研究,An Experimental Study on Anti-lock Braking of Continuous Regenerative Braking System in Electric Vehicles,Liu Zhiqiang & Pu Xian,2018-07-25,"EV,ABS,continuous antilock braking,ABS braking rules,","Key words: 
	                            																				                                       EV, 
	                                    	                            											                                       ABS, 
	                                    	                            											                                       continuous antilock braking, 
	                                    	                            											                                       ABS braking rules 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.009,28
分布驱动轮式车辆差动转向动力学特性研究,A Study on Dynamic Characteristics of Differential Steering in Distributed-drive Wheeled Vehicles,"Xu Tao, Shen Yanhua, Zhang Wenming & Xie Jincheng",2018-07-25,"Distributed-drive Vehicle, Skid Steering, Tyre Dynamic Characteristics, Model and Simulation,distributeddrive vehicle,differential steering,tire dynamic characteristics,modeling and simulation,","Key words: 
	                            																				                                       Distributed-drive Vehicle, 
	                                    	                            											                                        Skid Steering, 
	                                    	                            											                                        Tyre Dynamic Characteristics, 
	                                    	                            											                                        Model and Simulation, 
	                                    	                            											                                       distributeddrive vehicle, 
	                                    	                            											                                       differential steering, 
	                                    	                            											                                       tire dynamic characteristics, 
	                                    	                            											                                       modeling and simulation 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.010,29
驱动桥准双曲面齿轮传动误差有限元分析与试验,Finite Element Analysis and Test of the Transmission Error of Hypoid Gear in Drive Axle,"Liu Guozheng, Shi Wenku, Chen Zhiyong, Yang Changhai & Zhang Xiangcun",2018-07-25,"drive axle,hypoid gear,transmission error,finite element analysis,bench test,","Key words: 
	                            																				                                       drive axle, 
	                                    	                            											                                       hypoid gear, 
	                                    	                            											                                       transmission error, 
	                                    	                            											                                       finite element analysis, 
	                                    	                            											                                       bench test 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.011,30
乘员表面温度分布和乘员舱热舒适性的模拟,Simulation on Occupant Surface Temperature Distribution and Thermal Comfort in Passenger Compartment,Zhou Sheng & Fu Haiming,2018-07-25,"human body temperature distribution,boundary conditions,numerical simulation,passenger compartment,","Key words: 
	                            																				                                       human body temperature distribution, 
	                                    	                            											                                       boundary conditions, 
	                                    	                            											                                       numerical simulation, 
	                                    	                            											                                       passenger compartment 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2018.07.012,31
